task,category,split,A0_passed,A0_R1_passed,A1_passed,B1_passed,C1_passed,C11_passed,C2_passed,C21_passed,C22_passed,C23_passed,A1_B1_passed,A1_C11_passed,A1_C23_passed,A1_B1_R1_passed,A1_C11_R1_passed,A1_C23_R1_passed,A0_total,A0_R1_total,A1_total,B1_total,C1_total,C11_total,C2_total,C21_total,C22_total,C23_total,A1_B1_total,A1_C11_total,A1_C23_total,A1_B1_R1_total,A1_C11_R1_total,A1_C23_R1_total,A0_rate,A0_R1_rate,A1_rate,B1_rate,C1_rate,C11_rate,C2_rate,C21_rate,C22_rate,C23_rate,A1_B1_rate,A1_C11_rate,A1_C23_rate,A1_B1_R1_rate,A1_C11_R1_rate,A1_C23_R1_rate
mathd_algebra_452,MATHD_Algebra,Test,5,5,7,7,5,8,5,8,8,7,6,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.625,0.625,0.875,0.875,0.625,1.0,0.625,1.0,1.0,0.875,0.75,1.0,1.0,0.875,1.0,1.0
mathd_algebra_459,MATHD_Algebra,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_algebra_478,MATHD_Algebra,Test,7,8,5,2,8,2,8,0,7,8,5,1,0,4,2,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.875,1.0,0.625,0.25,1.0,0.25,1.0,0.0,0.875,1.0,0.625,0.125,0.0,0.5,0.25,0.625
mathd_algebra_484,MATHD_Algebra,Test,2,7,5,2,2,3,1,3,2,1,3,6,5,4,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.25,0.875,0.625,0.25,0.25,0.375,0.125,0.375,0.25,0.125,0.375,0.75,0.625,0.5,0.75,0.75
mathd_algebra_487,MATHD_Algebra,Test,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0
mathd_algebra_513,MATHD_Algebra,Test,8,8,7,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0
mathd_algebra_598,MATHD_Algebra,Test,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_algebra_756,MATHD_Algebra,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_algebra_76,MATHD_Algebra,Test,7,7,4,4,4,7,5,5,7,7,1,2,2,3,3,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.875,0.875,0.5,0.5,0.5,0.875,0.625,0.625,0.875,0.875,0.125,0.25,0.25,0.375,0.375,0.625
mathd_algebra_80,MATHD_Algebra,Test,8,8,8,7,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mathd_numbertheory_100,MATHD_NumberTheory,Test,4,3,2,2,0,4,0,4,7,5,2,1,3,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.5,0.375,0.25,0.25,0.0,0.5,0.0,0.5,0.875,0.625,0.25,0.125,0.375,0.125,0.125,0.125
mathd_numbertheory_1124,MATHD_NumberTheory,Test,8,8,8,8,7,8,8,8,8,8,8,8,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.875,1.0,1.0
mathd_numbertheory_12,MATHD_NumberTheory,Test,6,8,8,8,7,8,6,8,7,6,8,7,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.75,1.0,1.0,1.0,0.875,1.0,0.75,1.0,0.875,0.75,1.0,0.875,0.625,1.0,1.0,1.0
mathd_numbertheory_127,MATHD_NumberTheory,Test,7,8,5,6,7,8,6,7,7,5,7,5,6,8,7,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.875,1.0,0.625,0.75,0.875,1.0,0.75,0.875,0.875,0.625,0.875,0.625,0.75,1.0,0.875,0.75
mathd_numbertheory_135,MATHD_NumberTheory,Test,2,0,1,1,2,1,1,1,0,1,0,1,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.25,0.0,0.125,0.125,0.25,0.125,0.125,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.125
mathd_numbertheory_150,MATHD_NumberTheory,Test,5,2,0,7,3,5,6,5,8,8,4,2,2,3,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.625,0.25,0.0,0.875,0.375,0.625,0.75,0.625,1.0,1.0,0.5,0.25,0.25,0.375,0.5,0.375
mathd_numbertheory_175,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_185,MATHD_NumberTheory,Test,8,8,8,8,8,8,6,8,8,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.875,1.0,1.0,1.0,1.0,1.0
mathd_numbertheory_207,MATHD_NumberTheory,Test,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mathd_numbertheory_212,MATHD_NumberTheory,Test,8,8,8,7,7,8,7,8,8,8,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,0.875,0.875,1.0,0.875,1.0,1.0,1.0,0.875,1.0,0.875,1.0,1.0,1.0
mathd_numbertheory_222,MATHD_NumberTheory,Test,6,7,4,7,8,8,8,8,7,7,6,6,6,5,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.75,0.875,0.5,0.875,1.0,1.0,1.0,1.0,0.875,0.875,0.75,0.75,0.75,0.625,0.5,0.375
mathd_numbertheory_227,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_229,MATHD_NumberTheory,Test,8,8,8,8,8,7,8,8,6,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.75,1.0,0.875,1.0,1.0,1.0,1.0,1.0
mathd_numbertheory_233,MATHD_NumberTheory,Test,0,4,5,2,1,3,3,1,0,0,4,1,2,5,5,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.5,0.625,0.25,0.125,0.375,0.375,0.125,0.0,0.0,0.5,0.125,0.25,0.625,0.625,0.375
mathd_numbertheory_234,MATHD_NumberTheory,Test,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_235,MATHD_NumberTheory,Test,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mathd_numbertheory_237,MATHD_NumberTheory,Test,8,8,7,8,6,8,7,8,6,7,8,7,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.875,1.0,0.75,1.0,0.875,1.0,0.75,0.875,1.0,0.875,0.625,1.0,1.0,1.0
mathd_numbertheory_239,MATHD_NumberTheory,Test,5,8,6,8,6,8,7,7,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.625,1.0,0.75,1.0,0.75,1.0,0.875,0.875,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0
mathd_numbertheory_247,MATHD_NumberTheory,Test,8,8,6,8,8,7,7,7,8,8,7,7,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.75,1.0,1.0,0.875,0.875,0.875,1.0,1.0,0.875,0.875,0.625,1.0,1.0,1.0
mathd_numbertheory_254,MATHD_NumberTheory,Test,8,8,7,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0
mathd_numbertheory_277,MATHD_NumberTheory,Test,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_293,MATHD_NumberTheory,Test,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.875
mathd_numbertheory_296,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0
mathd_numbertheory_299,MATHD_NumberTheory,Test,8,8,7,7,8,6,6,8,7,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.875,0.875,1.0,0.75,0.75,1.0,0.875,1.0,1.0,1.0,0.875,0.875,1.0,1.0
mathd_numbertheory_3,MATHD_NumberTheory,Test,8,8,8,8,8,8,8,8,8,7,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,1.0
mathd_numbertheory_314,MATHD_NumberTheory,Test,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.25
mathd_numbertheory_320,MATHD_NumberTheory,Test,1,7,4,4,3,8,3,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.125,0.875,0.5,0.5,0.375,1.0,0.375,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0
mathd_numbertheory_321,MATHD_NumberTheory,Test,2,5,5,3,2,0,5,3,0,2,4,2,6,7,3,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.25,0.625,0.625,0.375,0.25,0.0,0.625,0.375,0.0,0.25,0.5,0.25,0.75,0.875,0.375,0.75
mathd_numbertheory_328,MATHD_NumberTheory,Test,2,6,3,0,0,0,0,0,0,0,2,1,1,3,3,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.25,0.75,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.375,0.375,0.0
mathd_numbertheory_34,MATHD_NumberTheory,Test,8,8,7,7,6,8,4,6,8,7,6,7,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.875,0.875,0.75,1.0,0.5,0.75,1.0,0.875,0.75,0.875,1.0,0.75,1.0,1.0
mathd_numbertheory_341,MATHD_NumberTheory,Test,4,4,3,1,1,0,4,1,1,3,1,3,2,6,0,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.5,0.5,0.375,0.125,0.125,0.0,0.5,0.125,0.125,0.375,0.125,0.375,0.25,0.75,0.0,0.375
mathd_numbertheory_342,MATHD_NumberTheory,Test,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.875
mathd_numbertheory_343,MATHD_NumberTheory,Test,8,8,8,8,8,2,8,2,4,7,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.25,0.5,0.875,1.0,1.0,1.0,1.0,0.875,1.0
mathd_numbertheory_345,MATHD_NumberTheory,Test,8,8,6,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0
mathd_numbertheory_353,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_427,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_430,MATHD_NumberTheory,Test,7,7,1,5,5,2,2,2,4,7,4,1,4,4,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.875,0.875,0.125,0.625,0.625,0.25,0.25,0.25,0.5,0.875,0.5,0.125,0.5,0.5,0.75,0.75
mathd_numbertheory_435,MATHD_NumberTheory,Test,4,8,2,8,6,6,7,6,6,8,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.5,1.0,0.25,1.0,0.75,0.75,0.875,0.75,0.75,1.0,0.875,0.875,0.875,0.875,0.875,1.0
mathd_numbertheory_447,MATHD_NumberTheory,Test,8,7,8,8,8,8,7,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,0.875,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75
mathd_numbertheory_451,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_457,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_483,MATHD_NumberTheory,Test,3,3,2,4,4,0,0,0,0,0,0,0,0,3,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.375,0.375,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0
mathd_numbertheory_495,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_5,MATHD_NumberTheory,Test,1,1,0,1,0,2,0,1,1,4,0,1,2,1,4,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.125,0.125,0.0,0.125,0.0,0.25,0.0,0.125,0.125,0.5,0.0,0.125,0.25,0.125,0.5,0.0
mathd_numbertheory_517,MATHD_NumberTheory,Test,8,8,6,7,8,8,8,8,8,0,8,8,1,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.75,0.875,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.125,1.0,1.0,0.875
mathd_numbertheory_521,MATHD_NumberTheory,Test,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.125,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_541,MATHD_NumberTheory,Test,5,7,6,7,5,5,7,4,6,0,6,7,8,5,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.625,0.875,0.75,0.875,0.625,0.625,0.875,0.5,0.75,0.0,0.75,0.875,1.0,0.625,0.75,0.75
mathd_numbertheory_551,MATHD_NumberTheory,Test,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.875,1.0,1.0,1.0
mathd_numbertheory_552,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_559,MATHD_NumberTheory,Test,8,8,6,8,8,7,8,7,7,7,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.75,1.0,1.0,0.875,1.0,0.875,0.875,0.875,0.875,1.0,0.875,1.0,1.0,1.0
mathd_numbertheory_582,MATHD_NumberTheory,Test,6,6,7,8,8,6,8,8,7,7,7,7,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.75,0.75,0.875,1.0,1.0,0.75,1.0,1.0,0.875,0.875,0.875,0.875,0.75,0.875,1.0,1.0
mathd_numbertheory_618,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_66,MATHD_NumberTheory,Test,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mathd_numbertheory_711,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_728,MATHD_NumberTheory,Test,8,8,8,8,8,7,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mathd_numbertheory_764,MATHD_NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mathd_numbertheory_765,MATHD_NumberTheory,Test,8,8,6,6,7,7,7,8,8,7,7,8,7,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.75,0.75,0.875,0.875,0.875,1.0,1.0,0.875,0.875,1.0,0.875,0.75,1.0,1.0
mathd_numbertheory_769,MATHD_NumberTheory,Test,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.875,1.0,0.875,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mathd_numbertheory_85,MATHD_NumberTheory,Test,8,8,8,8,8,8,8,8,8,8,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.875,1.0,1.0,1.0
mathd_numbertheory_99,MATHD_NumberTheory,Test,8,8,7,7,8,8,8,8,8,8,7,8,6,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.875,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.75,0.875,1.0,0.875
numbertheory_2pownm1prime_nprime,NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numbertheory_3pow2pownm1mod2pownp3eq2pownp2,NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numbertheory_4x3m7y3neq2003,NumberTheory,Test,8,8,7,8,8,8,8,8,7,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.875,0.875
numbertheory_aoddbdiv4asqpbsqmod8eq1,NumberTheory,Test,2,2,1,4,4,3,7,7,3,2,4,2,1,2,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.25,0.25,0.125,0.5,0.5,0.375,0.875,0.875,0.375,0.25,0.5,0.25,0.125,0.25,0.25,0.875
numbertheory_exk2powkeqapb2mulbpa2_aeq1,NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numbertheory_fxeq4powxp6powxp9powx_f2powmdvdf2pown,NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numbertheory_notEquiv2i2jasqbsqdiv8,NumberTheory,Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numbertheory_x5neqy2p4,NumberTheory,Test,8,8,7,8,8,8,8,8,8,8,6,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.875,1.0,0.875,1.0,1.0
